Observations,Number,Date,Date,Briefing,Special Issue,Commentary,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 1 Affiliation,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation ,Author 5 Affiliation,Author 6 Affiliation,Author 1 Country,Author 2 Country,Author 3 Country,Author 4 Country,Author 5 Country,Author 6 Country,Journal,Journal Type,Country 1,Country 2,Country 3,Country 4,Country 1 Subregion,Country 2 Subregion,Region 1,Region 2,Region 3,Region 4,Non-African countries/continents/entities featured,Discipline,topics_domestic_politics,topics_international_relations,topics_society,topics_econ,topics: political systems,topics: constitutional issues,topics: justice/ judiciary,topics: legislatures,topics: policy,topics: governance,topics: security & conflict,topics: state/statehood,topics: foreign policy,topics: multilateral interventions,topics: regional issues,topics: UN,topics: land,topics: identity,topics: social sectors,topics: demography,topics: civil society,topics: inequality,topics: service sector,topics: development,topics: industry,topics: trade,topics: investment,topics: resources,topics: aid,topics: debt,topics: colonial legacy,topics: rulers,topics: neopatrimonialism,topics: authoritarianism,topics: democracy/democratization,topics: corruption,topics: rule of law,topics: military,topics: civil conflict,topics: genocide/ethnic violence,topics: citizenship,topics: sovereignty,topics: extra-continental FP,topics: intra-continental FP,topics: FP towards Africa,topics: conflict resolution & peace-building,topics: post-conflict & peace-keeping,topics: regional integration,topics: border issues,topics: regional organization,topics: land access,topics: urbanization,topics: land rights,topics: class,topics: race,topics: ethnicty/chieftancy,topics: sexual identity,topics: gender,topics: religion,topics: national identity/nationalism/patriotism,topics: health,topics: education,topics: public services,topics: age,topics: migration,topics: diaspora,topics: NGO,topics: social/popular movements,topics: human rights,topics: cell phones,topics: mining,topics: manufacturing,topics: agriculture,topics: donors,topics: development aid,topics: humanitarian aid,topics: media,topics: democratic reversal,topics: elections,topics: public opinion/polling,topics: parties,topics: coup,topics: insurgency,topics: AU,topics: Islam,topics: witchcraft/traditional religions,topics: Christianity,topics: HIV/AIDS,topics: immigration,topics: emigration,topics: refugees/IDP,topics: resource curse,topics: youth,topics: music,topics: other,methods: qualitative,methods: quantitative,methods: single case study,methods: multiple case studies,methods: formal model ,methods: statistical methods,methods: existing data set,methods: author's data set,methods: regression analysis,methods: interviews,School of Thought,Fieldwork,bibliography: country- specific (majority of sources = country-specific),bibliography: non-country specific (majority of articles = country-non-specific) 
"""ASR FORUM: ENGAGING WITH AFRICAN INFORMAL ECONOMIES--Women Informal Garment Tradres in Taveta Road Nairobi: From the Margins to the Center""",766,13-Dec,Vol. 56 Iss. 03,0,1,0,Mary Njeri Kinyanjui,0,0,0,0,0,University of Nairobi,0,0,0,0,0,Kenya,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,"Nairobi, Kenya",0,East,0,0,0,0,economics,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"informal economies, lack of business regulation",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""ASR FORUM: ENGAGING WITH AFRICAN INFORMAL ECONOMIES--Institutions, Security, and Pastoralism: Exploring the Limits of Hybridity""",767,13-Dec,Vol. 56 Iss. 03,0,1,0,Frances Cleaver,Tom Franks,Faustin Maganga,Kurt Hall,0,0,Kings College,University of Bradford,University of Dar es Salaam,independent,0,0,UK,UK,Tanzania,independent,0,0,ASR,africanist,Tanzania,0,0,0,"Usangu Plains, Tanzania",0,East,0,0,0,0,political science,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pastoralist societies, good governance",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""ASR FORUM: ENGAGING WITH AFRICAN INFORMAL ECONOMIES--Lagos Tailors, Trade Unions, and Organizations in the Informal Economy""",768,13-Dec,Vol. 56 Iss. 03,0,1,0,Gunilla Andrae ,Bjí_rn Beckman,0,0,0,0,Stockholm University,Stockholm University,0,0,0,0,Sweden,Sweden,0,0,0,0,ASR,africanist,Nigeria,0,0,0,"Lagos, Nigeria",0,West,0,0,0,0,political science,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"protests, informal sectors organizing, labor unions",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""ASR FORUM: ENGAGING WITH AFRICAN INFORMAL ECONOMIES--Informality, Religious Conflict, and Governance in Northern Nigeria: Economic Inclusion in Divided Societies""",769,13-Dec,Vol. 56 Iss. 03,0,1,0,Kate Meagher,0,0,0,0,0,London School of Economics,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,Nigeria,0,0,0,Northern Nigeria,0,West,0,0,0,0,economics,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"interreligious relations, informal economy",1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Julius Nyere, Ujamaa, and Political Morality in Contemporary Tanzania""",770,14-Apr,Vol. 57 Iss. 01,0,0,0,Marie-Aude Fouí©rí©,0,0,0,0,0,French Institute for Research in Africa (IFRA),0,0,0,0,0,Kenya,0,0,0,0,0,ASR,africanist,Tanzania,0,0,0,0,0,East,0,0,0,0,anthropology,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"political memories, Nyerere in the public sphere",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Radio Call-In Shows on Intimate Issues in Benin: 'Crossroad of Sentiments'""",771,14-Apr,Vol. 57 Iss. 01,0,0,0,Tilo Grí_tz,0,0,0,0,0,Free University,0,0,0,0,0,Germany,0,0,0,0,0,ASR,africanist,Benin,0,0,0,0,0,West,0,0,0,0,anthropology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"media landscape, radio shows",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Politics of Decentralization in Ghana's Fourth Republic""",772,14-Apr,Vol. 57 Iss. 01,0,0,0,Emmanuel Debrah,0,0,0,0,0,"University of Ghana, Legon",0,0,0,0,0,Ghana,0,0,0,0,0,ASR,africanist,Ghana,0,0,0,0,0,West,0,0,0,0,political science,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"decentralization, local level politics",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""'Hybrid Governance,' Legitmacy, and (Il)legality in the Informal Cross-Border Trade in Panyimur, Northwest Uganda""",773,14-Apr,Vol. 57 Iss. 01,0,0,0,Kristof Titeca,Rachel Flynn,0,0,0,0,"University of Antwerp, Ghent University",independent,0,0,0,0,Belgium,independent,0,0,0,0,ASR,africanist,Uganda,0,0,0,"Panyimur, Uganda",0,East,0,0,0,0,political science,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"informal trade, cross-border trade, hybrid governance",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Exploring the Middle Classes in Nairobi: From Modes of Production to Modes of Sophistication""",774,14-Apr,Vol. 57 Iss. 01,0,0,0,Rachel Spronk,0,0,0,0,0,University of Amsterdam,0,0,0,0,0,Netherlands,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,"Nairobi, Kenya",0,East,0,0,0,0,sociology,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"middle class, young urban professionals",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Politics of Land Reform in Kenya 2012""",775,14-Apr,Vol. 57 Iss. 01,0,0,0,Ambreena Manji,0,0,0,0,0,"British institute in Eastern Africa, Nairobi",0,0,0,0,0,Kenya,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,political science,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"land policy, land redistribution",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Introduction""",776,14-Apr,Vol. 57 Iss. 01,0,1,0,Seifudein Adem,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Ali A. Mazrui, the Postcolonial Theorist""",777,14-Apr,Vol. 57 Iss. 01,0,1,0,Seifudein Adem,0,0,0,0,0,SUNY Binghamton,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""A Better Intellectual Community is Possible: Dialogues with Ali. A. Mazrui""",778,14-Apr,Vol. 57 Iss. 01,0,1,0,James H. Mittelman,0,0,0,0,0,American University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The Spread of Economic Doctrines and Policymaking in Postcolonial Africa""",779,14-Apr,Vol. 57 Iss. 01,0,1,0,Thandika Mkandawire,0,0,0,0,0,London School of Economics,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,economics,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,economic ideas and policy making,1,0,0,0,0,0,0,0,0,0,0,no,,
"""Kenya's 2013 Elections""",780,14-Apr,Vol. 57 Iss. 01,0,0,1,John W. Harbeson,0,0,0,0,0,City University of New York,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,political science,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"elections, democratic reform",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Introduction""",781,14-Sep,Vol. 57 Iss. 02,0,1,0,Meghan Healy-Clancy,0,0,0,0,0,,,,,,,,,,,,,ASR,africanist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The Politics of New African Marriage in Segregationist South Africa""",782,14-Sep,Vol. 57 Iss. 02,0,1,0,Meghan Healy-Clancy,0,0,0,0,0,Harvard University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,social history,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"ethnic difference, marriage cultures, nationalist politics",1,0,0,1,0,0,0,0,0,0,0,no,,
"""The White Wedding: Affect and Economy in South Africa in the Early Twentieth Century""",783,14-Sep,Vol. 57 Iss. 02,0,1,0,Natasha Erlank,0,0,0,0,0,University of Johannesburg,0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,0,0,Southern,0,0,0,0,history,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"weddings, affective economies",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Marriage and Bridewealth (Ilobolo) in Contemporary Zulu Society""",784,14-Sep,Vol. 57 Iss. 02,0,1,0,Dorrit Posel ,Stephanie Rudwick,0,0,0,0,University of KwaZulu-Natal,University of Leipzig,0,0,0,0,South Africa,Germany,0,0,0,0,ASR,africanist,South Africa,0,0,0,"KwaZulu-Natal province, South Africa",0,Southern,0,0,0,0,sociology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""bridewealth"", traditional marriage arrangements",1,1,1,0,0,0,1,0,0,1,0,yes,,
"""African Marriage Regulation and the Remaking of Gendered Authority in Colonial Natal, 1843-1875""",785,14-Sep,Vol. 57 Iss. 02,0,1,0,Nafisa Essop Sheik,0,0,0,0,0,University of Johannesburg,0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,South Africa,0,0,0,"Colonial Natal, in current day South Africa",0,Southern,0,0,0,0,history,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"patriarchal systems of authority, process of marriage, colonial rule",1,0,1,0,0,0,0,0,0,0,0,no,,
"""Queer Agency in Kenya's Digital Media""",786,14-Sep,Vol. 57 Iss. 02,0,0,0,Evan Mwangi,0,0,0,0,0,Northwestern University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,media studies/gender and womens studies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,homophobia in mainstream media,1,0,1,0,0,0,0,0,0,1,0,no,,
"""Hegemonic African Masculinities and Men's Heterosexual Lives: Some Uses for Homophobia""",787,14-Sep,Vol. 57 Iss. 02,0,0,0,Kopano Ratele,0,0,0,0,0,University of South Africa (UNISA),0,0,0,0,0,South Africa,0,0,0,0,0,ASR,africanist,Malawi,South Africa,0,0,0,0,Southern,Southern,0,0,0,gender and women's studies,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"masculinity, heterosexual manhood",1,0,0,1,0,0,0,0,0,0,"""psychopolitics""",no,,
"""Sakawa Rituals and Cyberfraud in Ghanian Popular Video Movies""",788,14-Sep,Vol. 57 Iss. 02,0,0,0,Joseph Oduro-Frimpong,0,0,0,0,0,"Ashesi University College, Berekuso",0,0,0,0,0,Ghana,0,0,0,0,0,ASR,africanist,Ghana,0,0,0,"Accra, Ghana",0,West,0,0,0,0,Media studies,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,"cyberfraud and occult rituals,",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Being-in-the-World in the Global-Age: Marginal Spaces as Alternative Places in the Belgian-Moroccan Transnational Cityscape of Les Barons""",789,14-Sep,Vol. 57 Iss. 02,0,0,0,Valí©rie K. Orlando,0,0,0,0,0,"University of Maryland, College Park",0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Morocco,0,0,0,0,0,North,0,0,0,"Brussels, Belgium",media studies,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"banlieue, immigrant cinema, urban landscapes",1,0,1,0,0,0,0,0,0,0,0,no,,
"""African Women's Movements in the Twentieth Century: A Hidden History""",790,14-Dec,Vol. 57 Iss. 02,0,0,0,Iris Berger,0,0,0,0,0,SUNY at Albany,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,continental,0,0,0,0,0,continental,0,0,0,0,history,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,women's public engagement,1,0,0,1,0,0,0,0,0,0,0,no,,
"""Anatomy of Kuduro: Articulating the Angolan Body Politic after the War""",791,14-Dec,Vol. 57 Iss. 03,0,0,0,Marissa J. Moorman,0,0,0,0,0,Indiana University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Angola,0,0,0,"Luanda, Angola",0,Southern,0,0,0,0,history,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"music culture, informal economies",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Reversals of Exile: Williams Sassine's Wirriyamu  and Tierno Moní©nembo's Pelourinho""",792,14-Dec,Vol. 57 Iss. 03,0,0,0,Audrey Small,0,0,0,0,0,University of Sheffield,0,0,0,0,0,UK,0,0,0,0,0,ASR,africanist,Mozambique,0,0,0,"Wirriyamu, Mozambique",0,Southern,0,0,0,"Pelourinho, Salvador, Brazil",literature,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"belonging and exile in literature, traumatic memory",1,0,0,1,0,0,0,0,0,0,0,no,,
"""Inscribing Identity and Agency on the Landscape: Of Pathways, Places, and the Transition of the Public Sphere in East Pokot, Kenya""",793,14-Dec,Vol. 57 Iss. 03,0,0,0,Michael Bollig,Clemens Greiner,Matthias í_sterle,0,0,0,University of Cologne,Univeristy of Cologne,German Civil Peace Service in the Philippines,0,0,0,Germany,Germany,Germany,0,0,0,ASR,africanist,Kenya,0,0,0,"East Pokot, Kenya",0,East,0,0,0,0,anthropology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pastoralism, nomadic",1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Forced Resettlemente, Ethnicity, and the (Un)Making of the Ndebele Identity in Buhera District, Zimbabwe""",794,14-Dec,Vol. 57 Iss. 03,0,0,0,Francis Musoni,0,0,0,0,0,University of Kentucky,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Zimbabwe,0,0,0,"Buhera district, Zimbabwe",0,Southern,0,0,0,0,history,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"hostility between different groubs, forcible removal",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Land, Power, And Dependency along the Gambia River, Late Eighteenth to Early Nineteenth Centuries""",795,14-Dec,Vol. 57 Iss. 03,0,0,0,Assan Sarr,0,0,0,0,0,Ohio University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,The Gambia,0,0,0,0,0,West,0,0,0,0,history,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"land control, colonialism, elites",1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Informal Institutions and Personal Rule in Urban Ghana""",796,14-Dec,Vol. 57 Iss. 03,0,0,0,Jeffrey W. Paller,0,0,0,0,0,Bates College,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Ghana,0,0,0,"Accra, Ghana",0,West,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,political clientelism,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Comparing the SPLA's Role in Sudan's 1997 and 2005 Comprehensive Peace Agreements: To Spoil or Not to Spoil""",797,14-Dec,Vol. 57 Iss. 03,0,0,0,Keisha S. Haywood,0,0,0,0,0,Emory University,0,0,0,0,0,USA,0,0,0,0,0,ASR,africanist,Sudan,South Sudan,0,0,0,0,"East, Horn","East, Horn",0,0,0,international relations,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"rebel groups, peace process, armed conflicts",1,0,1,0,0,0,0,0,0,0,0,no,,
"""The Political Crisis in South Sudan""",798,14-Dec,Vol. 57 Iss. 03,0,0,1,Douglas H. Johnson,0,0,0,0,0,independent scholar,0,0,0,0,0,independent,0,0,0,0,0,ASR,africanist,South Sudan,Sudan,0,0,0,0,"East, Horn","East, Horn",0,0,0,political science,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,sudanese civil war,1,0,1,0,0,0,0,0,0,0,0,no,,
